,track_id,track_artist,track_artistid,track_name,track_duration,track_popularity,track_releasedate,track_preview,track_image,track_url,track_playlist
44,3b8mkUSo72D8kNmGtU7dJX,Sun Airway,4vbc6H6tevTioQeZ9RfGtF,All In,254866,30,2017-01-27,https://p.scdn.co/mp3-preview/f5e2889328d33c3b5b96948afb5af9d7c5391660?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b27395ef06da632aa7e940caa5c8,https://open.spotify.com/track/3b8mkUSo72D8kNmGtU7dJX,eargasm | breathe easy
45,3vXepYljM8dGqSIVA0eVC8,Dirty Projectors,5VF0YkVLeVD4ytyiyVSIiF,Cool Your Heart,229437,0,2017-02-07,,https://i.scdn.co/image/ab67616d0000b273a1bcfe3249edc9b6f51b399f,https://open.spotify.com/track/3vXepYljM8dGqSIVA0eVC8,eargasm | breathe easy
46,7z0hlKW9LQ0n0kQSmIiHC3,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,Barricade (Matter Of Fact),183537,0,2016-04-27,,https://i.scdn.co/image/ab67616d0000b273edb818501c68230b5c71418a,https://open.spotify.com/track/7z0hlKW9LQ0n0kQSmIiHC3,eargasm | breathe easy
47,7LZN7FkxHZk6maiN6NdI2i,Local Natives,75dQReiBOHN37fQgWQrIAJ,Dark Days,180413,63,2016-09-09,,https://i.scdn.co/image/ab67616d0000b2731b7b6f5cc146a35bfb545d82,https://open.spotify.com/track/7LZN7FkxHZk6maiN6NdI2i,eargasm | breathe easy
48,6FpbnQ9Xz8COj18yqPtunL,Ásgeir,7xUZ4069zcyBM4Bn10NQ1c,Stardust,224934,0,2017-03-17,,https://i.scdn.co/image/ab67616d0000b2737023fd072b816a1727643a1e,https://open.spotify.com/track/6FpbnQ9Xz8COj18yqPtunL,eargasm | breathe easy
49,3MFaRVxcPCa9mbXoPiZZXF,Aaron Taos,3AcBSoCVhxILXJnfLcJb66,Off My Mind,201149,0,2017-01-24,,https://i.scdn.co/image/ab67616d0000b273b92677e10f2f1b55511ef52b,https://open.spotify.com/track/3MFaRVxcPCa9mbXoPiZZXF,eargasm | breathe easy
50,6VKdceSsawpP2Ftz7uH84I,Joseph of Mercury,7vahFRSKRiVDOejIMEBWvO,Young Thing,189793,23,2017-05-31,https://p.scdn.co/mp3-preview/e590fa8aa79f145cfbe5b2779a7489393445a130?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273d9e9aa5274b3f6b5d392d5c7,https://open.spotify.com/track/6VKdceSsawpP2Ftz7uH84I,eargasm | breathe easy
51,5H6G5MaBTKa9kCYpxpYxYw,Lion Sphere,0z3YxKBfeFgP4PK1JQAdTw,Caravan,364251,23,2016-10-12,https://p.scdn.co/mp3-preview/bb42ac04f4147f4931846136f4974decce1e8b7c?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273987452b323d047e642228405,https://open.spotify.com/track/5H6G5MaBTKa9kCYpxpYxYw,eargasm | breathe easy
52,6I8wZVyZvFeGMpgb6zlgFi,Sarah Chernoff,63uxQhWEuj7Zuau9j5XKIB,Dark Minnie,266306,7,2017-08-15,https://p.scdn.co/mp3-preview/93ae37c4dd0d746f6c4ac0efb1a349234da01dde?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273e40422badc059294af667e7e,https://open.spotify.com/track/6I8wZVyZvFeGMpgb6zlgFi,eargasm | breathe easy
53,5Bw4rPnjrlpvpbiafV2w05,Bibi Bourelly,3jDtqAKltRxJi64svLZGj7,Sunshine - In Studio,238666,0,2017-08-17,,https://i.scdn.co/image/ab67616d0000b2732ecb7a51d8f940fed2fd8d40,https://open.spotify.com/track/5Bw4rPnjrlpvpbiafV2w05,eargasm | breathe easy
54,6kULkxhKBC55IkT3eKdDJ0,Leif Vollebekk,3jzXlBF2157k4exx7idecs,Into the Ether,349200,51,2017-02-24,https://p.scdn.co/mp3-preview/bb1c25db2a7464c4f2a3282925edea1beca523f9?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b2734fdd5d63ad202bae22cf4dca,https://open.spotify.com/track/6kULkxhKBC55IkT3eKdDJ0,eargasm | breathe easy
55,0jiKqHfWmSgPInSsGWBjbL,Zero 7,14H7ag1wpQOsPPQJOD6Dqr,Today,245640,58,2006-05-22,https://p.scdn.co/mp3-preview/989a74a83ef2c77a4d67aa2b59ea5831d48cf00d?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b27363a4651c5579c8528946b03e,https://open.spotify.com/track/0jiKqHfWmSgPInSsGWBjbL,eargasm | breathe easy
56,5OcfD6MeKbnmWRWSZ87Ekl,Rhye,2AcUPzkVWo81vumdzeLLRN,Summer Days,159013,0,2017-07-07,,https://i.scdn.co/image/ab67616d0000b273f78317dd58d6e31acef22e1e,https://open.spotify.com/track/5OcfD6MeKbnmWRWSZ87Ekl,eargasm | breathe easy
57,4LM2MlAGqqKAf2AgWYBQpA,Luwten,4cm8GrJ4fx7P2h9shNhUia,Go Honey,208900,0,2017-10-13,,https://i.scdn.co/image/ab67616d0000b2730e94664a3672f39e217546d0,https://open.spotify.com/track/4LM2MlAGqqKAf2AgWYBQpA,eargasm | breathe easy
58,22wcNdDej7sJO0UnaerFN7,Louis The Child,7wg1qvie3KqDNQbAkTdbX0,World On Fire,174400,36,2017-03-23,https://p.scdn.co/mp3-preview/cfa81b824526b7c53eb1768bd74841498b46a420?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b27363f4e8a0bd5f2aac711a50fd,https://open.spotify.com/track/22wcNdDej7sJO0UnaerFN7,eargasm | breathe easy
59,6rbcLlshzTmZSnwLvRlQRw,Oddnesse,2LjbaKAB72Nj5zKjcRyOxz,Scream,226939,23,2017-03-10,https://p.scdn.co/mp3-preview/019c5adfbb41d9e9a0554b6fab24e01e06038ef9?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273e25701540e2a7993ec039090,https://open.spotify.com/track/6rbcLlshzTmZSnwLvRlQRw,eargasm | breathe easy
60,3HrCRZ2CGEuYIe4HevErXP,WWWater,4WgCTKIMWlD3z6UASgxyht,Pink Letters,231386,0,2017-09-22,,https://i.scdn.co/image/ab67616d0000b273e269b07f9a22d761675e184e,https://open.spotify.com/track/3HrCRZ2CGEuYIe4HevErXP,eargasm | breathe easy
61,2sudalI4ICuiFAHIqOdQlo,Oko Ebombo,0nxkDLU7KQX931VkQqaGwJ,Niggality,365042,19,2016,https://p.scdn.co/mp3-preview/32e87761eea6dcf7b91f5b43c10e58fbae7ddbf8?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b2733adf158b6472914d5ace4596,https://open.spotify.com/track/2sudalI4ICuiFAHIqOdQlo,eargasm | breathe easy
62,07HdA6hZnuNfI2pdaRrCDR,Matty,7K1kHQsB2m87TMVcDbZAfW,Embarrassed,221920,20,2018-03-29,https://p.scdn.co/mp3-preview/f50016bdc7e6bf6e3f28139d6dc1e5fdcfe54ec8?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b2732a7aa8006975b9aae07c5575,https://open.spotify.com/track/07HdA6hZnuNfI2pdaRrCDR,eargasm | breathe easy
63,6GVM2tRYXx8q3fRD2LL6Ly,A.O.S.O.O.N,4iKklgbBptQhEdkFaeE0nT,Lovers Don't Sleep,228864,32,2017-03-31,https://p.scdn.co/mp3-preview/edd6685f605be5e07f7e16fc7fb178a17d0ef238?cid=6f8f846f86b24d08a3de0e01d381894a,https://i.scdn.co/image/ab67616d0000b273229f2f18d43d4f3c07b16cdc,https://open.spotify.com/track/6GVM2tRYXx8q3fRD2LL6Ly,eargasm | breathe easy
